_inputshopbuymultiple;VÁSÁRLÁS
achievement_12060_desc;Játssz 1 mérkőzést Nilfgaard frakciójával az évfordulós ünnepély alatt!
achievement_12060_title;Nilfgaardi ünnepély
achievement_12061_desc;Játssz 3 mérkőzést Nilfgaard frakciójával az évfordulós ünnepély alatt!
achievement_12061_title;Mi a fenéért ne?
achievement_12062_desc;Játssz 5 mérkőzést Nilfgaard frakciójával az évfordulós ünnepély alatt!
achievement_12062_title;Ma este fiatalok vagyunk
achievement_12064_desc;Játssz 1 mérkőzést a Mókusok frakciójával az évfordulós ünnepély alatt!
achievement_12064_title;Mókusok ünnepe
achievement_12065_desc;Játssz 3 mérkőzést a Mókusok frakciójával az évfordulós ünnepély alatt!
achievement_12065_title;Igyunk egy pohárköszöntőt!
achievement_12066_desc;Játssz 5 mérkőzést a Mókusok frakciójával az évfordulós ünnepély alatt!
achievement_12066_title;Egységben az erő
achievement_12068_desc;Játssz 1 mérkőzést Skellige frakciójával az évfordulós ünnepély alatt!
achievement_12068_title;Skelligei ünnepély
achievement_12069_desc;Játssz 3 mérkőzést Skellige frakciójával az évfordulós ünnepély alatt!
achievement_12069_title;Miénk az éjszaka!
achievement_12070_desc;Játssz 5 mérkőzést Skellige frakciójával az évfordulós ünnepély alatt!
achievement_12070_title;Buli a tengeren
achievement_12072_desc;Játssz 1 mérkőzést az Északi Királyságok frakciójával az évfordulós ünnepély alatt!
achievement_12072_title;Északi Királyságok ünnepe
achievement_12073_desc;Játssz 3 mérkőzést az Északi Királyságok frakciójával az évfordulós ünnepély alatt!
achievement_12073_title;Hogy is hívják?
achievement_12074_desc;Játssz 5 mérkőzést az Északi Királyságok frakciójával az évfordulós ünnepély alatt!
achievement_12074_title;Jó ebédhez szól a nóta
achievement_12076_desc;Játssz 1 mérkőzést a Szindikátus frakciójával az évfordulós ünnepély alatt!
achievement_12076_title;Szindikátus ünnepély
achievement_12077_desc;Játssz 3 mérkőzést a Szindikátus frakciójával az évfordulós ünnepély alatt!
achievement_12077_title;A móka képlete
achievement_12078_desc;Játssz 5 mérkőzést a Szindikátus frakciójával az évfordulós ünnepély alatt!
achievement_12078_title;Főzetes mulatság
achievement_12080_desc;Játssz 3 Draft mérkőzést az évfordulós ünnepély alatt!
achievement_12080_title;Semmi jó nem lesz ebből!
achievement_12081_desc;Játssz 5 Draft mérkőzést az évfordulós ünnepély alatt!
achievement_12081_title;Szemeket a nyereményre!
achievement_12083_desc;Nyiss ki 1 hordót az évfordulós ünnepély alatt!
achievement_12084_desc;Nyiss ki 3 hordót az évfordulós ünnepély alatt!
achievement_12085_desc;Nyiss ki 6 hordót az évfordulós ünnepély alatt!
achievement_12086_desc;Nyiss ki 10 hordót az évfordulós ünnepély alatt!
achievement_12088_desc;Küldj 1 "Jó meccs" jelzést az évfordulós ünnepély alatt!
achievement_12089_desc;Küldj 3 "Jó meccs" jelzést az évfordulós ünnepély alatt!
achievement_12090_desc;Küldj 6 "Jó meccs" jelzést az évfordulós ünnepély alatt!
achievement_12091_desc;Küldj 10 "Jó meccs" jelzést az évfordulós ünnepély alatt!
achievement_13005_desc;Nyerj 10 mérkőzést Shupe kinézetével!
achievement_13005_title;Pompás!
achievement_20001_desc;Játssz egy online mérkőzést bármilyen módban!
achievement_20001_title;Azt mondták, próbáljam ki
achievement_20002_desc;Játssz 5 online mérkőzést bármilyen módban!
achievement_20002_title;Szőröstől-bőröstől
achievement_20003_desc;Játssz 25 online mérkőzést bármilyen módban!
achievement_20003_title;Nyerésre fel!
achievement_20004_desc;Játssz 100 online mérkőzést bármilyen módban!
achievement_20004_title;Fiatal parancsnok
achievement_20005_desc;Játssz 500 online mérkőzést bármilyen módban!
achievement_20005_title;Hódító
achievement_20100_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után!
achievement_20100_title;Asztali szokás
achievement_20101_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után 10 alkalommal!
achievement_20101_title;Kézfogás
achievement_20102_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után 100 alkalommal!
achievement_20102_title;Etalon sportoló
achievement_20103_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után 200 alkalommal!
achievement_20103_title;Méltó ellenfél
achievement_20104_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után 500 alkalommal!
achievement_20104_title;Most ne állíts meg!
achievement_20105_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után 1,000 alkalommal!
achievement_20105_title;Nagyon jól érzem magam.
achievement_20106_desc;Küldj az ellenfelednek "Jó meccs" jelzést a csata után 5,000 alkalommal!
achievement_20106_title;Extázisban lebegve
achievement_20200_desc;Nyerj 100 mérkőzést minden frakció alap képességével!
achievement_20200_title;Ezermester
achievement_20210_desc;Nyerj 100 mérkőzést minden Szörnyek alap képességgel!
achievement_20210_title;Rémálom
achievement_20211_desc;Nyerj 100 mérkőzést a "Természetes páncél" képességével!
achievement_20211_title;Természetes páncél mestere
achievement_20212_desc;Nyerj 100 mérkőzést az "Arakász falka" képességével!
achievement_20212_title;Arakász falka mestere
achievement_20213_desc;Nyerj 100 mérkőzést a "Természet ereje" képességével!
achievement_20213_title;Természet ereje mestere
achievement_20214_desc;Nyerj 100 mérkőzést a "Fehér Fagy" képességével!
achievement_20214_title;Fehér Fagy mestere
achievement_20220_desc;Nyerj 100 mérkőzést minden Nilfgaard alap képességgel!
achievement_20220_title;A császár
achievement_20221_desc;Nyerj 100 mérkőzést a "Bebörtönzés" képességével!
achievement_20221_title;Bebörtönzés mestere
achievement_20222_desc;Nyerj 100 mérkőzést a "Toussainti vendégszeretet" képességével!
achievement_20222_title;Toussainti vendégszeretet mestere
achievement_20223_desc;Nyerj 100 mérkőzést a "Birodalmi formáció" képességével!
achievement_20223_title;Birodalmi formáció mestere
achievement_20224_desc;Nyerj 100 mérkőzést a "Taktikai döntés" képességével!
achievement_20224_title;Taktikai döntés mestere
achievement_20230_desc;Nyerj 100 mérkőzést minden Északi Királyságok alap képességgel!
achievement_20230_title;Királyok királya
achievement_20231_desc;Nyerj 100 mérkőzést az "Inspirált hév" képességével!
achievement_20231_title;Inspirált hév mestere
achievement_20232_desc;Nyerj 100 mérkőzést a "Pajzsfal" képességével!
achievement_20232_title;Pajzsfal mestere
achievement_20233_desc;Nyerj 100 mérkőzést a "Mozgósítás" képességével!
achievement_20233_title;Mozgósítás mestere
achievement_20234_desc;Nyerj 100 mérkőzést az "Árukészlet" képességével!
achievement_20234_title;Árukészlet mestere
achievement_20240_desc;Nyerj 100 mérkőzést minden Mókusok alap képességgel!
achievement_20240_title;Gerilla
achievement_20241_desc;Nyerj 100 mérkőzést a "Precíz csapás" képességével!
achievement_20241_title;Precíz csapás mestere
achievement_20242_desc;Nyerj 100 mérkőzést a "Felerősítés" képességével!
achievement_20242_title;Felerősítés mestere
achievement_20243_desc;Nyerj 100 mérkőzést a "Természet ajándéka" képességével!
achievement_20243_title;Természet ajándéka mestere
achievement_20244_desc;Nyerj 100 mérkőzést a "Gerilla taktika" képességével!
achievement_20244_title;Gerilla taktika mestere
achievement_20250_desc;Nyerj 100 mérkőzést minden Skellige alap képességgel!
achievement_20250_title;A Jarl
achievement_20251_desc;Nyerj 100 mérkőzést a "Vakmerő Szélroham" képességével!
achievement_20251_title;Vakmerő Szélroham mestere
achievement_20252_desc;Nyerj 100 mérkőzést "A tenger dühe" képességével!
achievement_20252_title;A tenger dühe mestere
achievement_20253_desc;Nyerj 100 mérkőzést a "Rohamozás" képességével!
achievement_20253_title;Rohamozás mestere
achievement_20254_desc;Nyerj 100 mérkőzést a "Harci transz" képességével!
achievement_20254_title;Harci transz mestere
achievement_20260_desc;Nyerj 100 mérkőzést minden Trónbitorló képességgel!
achievement_20260_title;Lyria és Rívia megmentője
achievement_20261_desc;Nyerj 100 mérkőzést az "Apagyilkos dühe" képességével!
achievement_20261_title;Apagyilkos dühe mestere
achievement_20262_desc;Nyerj 100 mérkőzést a "Mesterlövész les" képességével!
achievement_20262_title;Mesterlövész les mestere
achievement_20263_desc;Nyerj 100 mérkőzést a "Királyi ösztönzés" képességével!
achievement_20263_title;Királyi ösztönzés mestere
achievement_20264_desc;Nyerj 100 mérkőzést a "Leigázás" képességével!
achievement_20264_title;Leigázás mestere
achievement_20265_desc;Nyerj 100 mérkőzést "Ysgith gyümölcsei" képességével!
achievement_20265_title;Ysgith gyümölcsei mestere
achievement_20270_desc;Nyerj 100 mérkőzést minden Bíbor Átok kiegészítő képességével!
achievement_20270_title;Bíbor feljebbvaló
achievement_20271_desc;Nyerj 100 mérkőzést a "Harmónia hívása" képességével!
achievement_20271_title;Harmónia hívása mestere
achievement_20272_desc;Nyerj 100 mérkőzést a "Medve rituálé" képességével!
achievement_20272_title;Medve rituálé mestere
achievement_20273_desc;Nyerj 100 mérkőzést a "Vér illata" képességével!
achievement_20273_title;Vér illata mestere
achievement_20274_desc;Nyerj 100 mérkőzést a "Kettős-kereszt" képességével!
achievement_20274_title;Kettős-kereszt mestere
achievement_20275_desc;Nyerj 100 mérkőzést a "Pincer manőver" képességével!
achievement_20275_title;Pincer manőver mestere
achievement_20280_desc;Nyerj 100 mérkőzést minden Szindikátus képességgel!
achievement_20280_title;Árnyak mestere
achievement_20281_desc;Nyerj 100 mérkőzést az "Összejövetel" képességével!
achievement_20281_title;Összejövetel mestere
achievement_20282_desc;Nyerj 100 mérkőzést a "Kalózok öble" képességével!
achievement_20282_title;Kalózok öble mestere
achievement_20283_desc;Nyerj 100 mérkőzést a "Főnyeremény" képességével!
achievement_20283_title;Főnyeremény mestere
achievement_20284_desc;Nyerj 100 mérkőzést a "Feketén" képességével!
achievement_20284_title;Feketén mestere
achievement_20285_desc;Nyerj 100 mérkőzést a "Vérdíj" képességével!
achievement_20285_title;Vérdíj mestere
achievement_20286_desc;Nyerj 100 mérkőzést a "Zsíros zsebek" képességével!
achievement_20286_title;Zsíros zsebek mestere
achievement_20290_desc;Nyerj 100 mérkőzést minden vérpatkány éve képességgel!
achievement_20290_title;Örökös vérpatkány
achievement_20291_desc;Nyerj 100 mérkőzést az "Elsöprő éhség" képességével!
achievement_20291_title;Elsöprő éhség mestere
achievement_20292_desc;Nyerj 100 mérkőzést a "Szélhámos" képességével!
achievement_20292_title;Szélhámos mestere
achievement_20293_desc;Nyerj 100 mérkőzést a "Felkelés" képességével!
achievement_20293_title;Felkelés mestere
achievement_20294_desc;Nyerj 100 mérkőzést a "Mahakami kohó" képességével!
achievement_20294_title;Mahakami kohó mestere
achievement_20295_desc;Nyerj 100 mérkőzést a "Dicsőség lángja" képességével!
achievement_20295_title;Dicsőség lángja mestere
achievement_20296_desc;Nyerj 100 mérkőzést a "Rejtekhely" képességével!
achievement_20296_title;Rejtekhely mestere
achievement_20501_desc;Nyerj 25 mérkőzést a Szörnyek képességeivel!
achievement_20501_title;A fészek elhagyása
achievement_20502_desc;Nyerj 100 mérkőzést a Szörnyek képességeivel!
achievement_20502_title;Szörnyek testülete
achievement_20503_desc;Nyerj 250 mérkőzést a Szörnyek képességeivel!
achievement_20503_title;Vérfürdő
achievement_20504_desc;Nyerj 500 mérkőzést a Szörnyek képességeivel!
achievement_20504_title;Nincs menekvés!
achievement_20505_desc;Nyerj 1000 mérkőzést a Szörnyek képességeivel!
achievement_20505_title;Sötétség zuhatag
achievement_20511_desc;Nyerj 25 mérkőzést Nilfgaard képességeivel!
achievement_20511_title;Háború a láthatáron
achievement_20512_desc;Nyerj 100 mérkőzést Nilfgaard képességeivel!
achievement_20512_title;A birodalom dicsőségéért!
achievement_20513_desc;Nyerj 250 mérkőzést Nilfgaard képességeivel!
achievement_20513_title;A hatalmas nap is felemelkedik
achievement_20514_desc;Nyerj 500 mérkőzést Nilfgaard képességeivel!
achievement_20514_title;A győzelem illata
achievement_20515_desc;Nyerj 1000 mérkőzést Nilfgaard képességeivel!
achievement_20515_title;Feladás, vagy halál
achievement_20521_desc;;Nyerj 25 mérkőzést az Északi Királyságok képességeivel!
achievement_20521_title;Krumplihámozó
achievement_20522_desc;Nyerj 100 mérkőzést az Északi Királyságok képességeivel!
achievement_20522_title;Zászlók gyülekezete
achievement_20523_desc;Nyerj 250 mérkőzést az Északi Királyságok képességeivel!
achievement_20523_title;Halál a betolakodókra!
achievement_20524_desc;Nyerj 500 mérkőzést az Északi Királyságok képességeivel!
achievement_20524_title;Egységben az erő
achievement_20525_desc;Nyerj 1000 mérkőzést az Északi Királyságok képességeivel!
achievement_20525_title;Dicsőség a bosszúban
achievement_20531_desc;Nyerj 25 mérkőzést a Mókusok képességeivel!
achievement_20531_title;Brokilon!
achievement_20532_desc;Nyerj 100 mérkőzést a Mókusok képességeivel!
achievement_20532_title;Árnyharcos
achievement_20533_desc;Nyerj 250 mérkőzést a Mókusok képességeivel!
achievement_20533_title;Valódi él
achievement_20534_desc;Nyerj 500 mérkőzést a Mókusok képességeivel!
achievement_20534_title;Csendes gyilkosok
achievement_20535_desc;Nyerj 1000 mérkőzést a Mókusok képességeivel!
achievement_20535_title;Kinek a földje? A miénk!
achievement_20541_desc;Nyerj 25 mérkőzést Skellige képességeivel!
achievement_20541_title;Szárazföld a láthatáron!
